,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
77,Anandamide,MAM01335,HMDB0004080,"c,e",Faah,,,"Cnr1,Pcdha4,Cnr2,Pcdha6,Trpv1,Gpr55,Bdkrb1,Scarb1,Trpv4,Selp,Scarb2,Erbb2,Egfr,Cd36,Htr3a,Ppara","Anandamide,(5Z,8Z,11Z,14Z)-N-(2-hydroxyethyl)icosa-5,8,11,14-tetraenamide,anandamide,(5Z,8Z,11Z,14Z)-N-(2-Hydroxyethyl)-5,8,11,14-eicosatetraenamide,(all-Z)-N-(2-Hydroxyethyl)-5,8,11,14-eicosatetraenamide,AEA,Anandamide (20.4, N-6),Anandamide(20:4, N-6),Arachidonic acid N-(hydroxyethyl)amide,Arachidonoyl ethanolamide,Arachidonylethanolamide,N-(2-Hydroxyethyl)anachidonamide,N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-ethanolamine,N-(5Z,8Z,11Z,14Z-Icosatetraenoyl)-ethanolamide,N-Arachidonoyl ethanolamine,N-Arachidonoyl-2-hydroxyethylamide,N-Arachidonoylethanolamine,Arachidonate N-(hydroxyethyl)amide,N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl) ethanolamine,5,8,11,14-Eicosatetraenoylethanolamide,N-(2-Hydroxyethyl)-5,8,11,14-eicosatetraenamide (all-Z),N-(2-Hydroxyethyl)arachidonamide,Anandamide (20.4,N-6),Arachidonoylethanolamide,N-Arachidonoylethanolamide,N-(2-Hydroxyethyl)arachidonylamide,N-Arachidonylethanolamide,N-Arachidonylethanolamine",,
150,"Glycerol,Fumaric acid",MAM01862,"HMDB0000131,HMDB0000134","c,m,e",Fah,,,,,,
106,Cytidine monophosphate,MAM01590,HMDB0000095,"c,g,l,m,n,r,e","Fam20b,Fggy,Fn3k,Fn3krp,Nol9,Uck1,Uck2,Uckl1,(Rad1 and Rad9a),Trex1,Trex2,St3gal1,St3gal2,St3gal4,St6galnac1,St6gal1,St6gal2,St6galnac2,St8sia1,St6galnac3,St6galnac4,St6galnac5,St6galnac6,St8sia5,St3gal5,Cept1,Selenoi,Chpt1,Pgs1,Crls1,Cdipt,St3gal3,St3gal6,Ppcs",,,"Notch1,Enpp3,Enpp1","Cytidine monophosphate,{[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid,cytidine monophosphate,CMP,Cytidine-5'-monophosphate,Cytidylate,Cytidylic acid,pC,Cytidine-5'-monophosphoric acid,Cytidine monophosphoric acid,Cytidine 5'-monophosphate,Cytidine 5'-monophosphoric acid,5'-CMP,5-Cytidylate,5-Cytidylic acid,Cytidine 5'-monophosphorate,Cytidine 5'-phosphate,Cytidine 5'-phosphorate,Cytidine 5'-phosphoric acid,Cytidine mono(dihydrogen phosphate),Acid, cytidylic,monoPhosphate, cytidine,5’-CMP,Cytidine 5’-monophosphate,Cytidine 5’-monophosphoric acid,Cytidine 5’-phosphate,Cytidine 5’-phosphoric acid,Cytosine 5'-monophosphate,Cytosine 5’-monophosphate",,
187,Dodecanoic acid,MAM02344,HMDB0000638,"c,l,r,e,i","Fasn,Olah,Acot1,Acot2,Acot4,Acot6,Acot7","Abca1,Ap1g1,Car1,Car12,Car13,Car14,Car2,Car3,Car4,Car5a,Car5b,Car6,Car7,Car9,Nae1",,"Pparg,P2ry10,Bdkrb1,Prokr2,NA,Gnrhr,Kiss1r,Ghsr,Ffar2,Ffar1,F2rl3,Mchr1,Nmur2,Chrm3,Anxa1,Nmbr,Htr2b,Tlr2,Gpr65,Gpr17,Agtr1a,Htr2c,Npffr1,NA,Cysltr2,Grm1,App,Ptger1,Cckar,F2rl2,F2rl1,Avpr1a,Ptafr,Tacr3,Tacr1,Ntsr2,Prokr1,P2ry1,Nmur1,Grm5,Chrm1,Adra1b,Ltb4r1,Npffr2,Gprc6a,P2ry6,Trhr,P2ry2,Xcr1,Hnf4a,Ednra,Cd55,Gpr4,F2r,Uts2r,Oxtr,Lpar5,Ffar3,Gpr132,Cckbr,Fpr2,Lpar6,Lpar1,Npsr1,Ntsr1,Lpar3,Ptgfr,Hcrtr2,Cysltr1,Tacr2,Hcrtr1,Tlr4,Ednrb,Htr2a,Adra1a,Adra1d,Grpr,Vldlr,Chrm5,Qrfpr,Hrh1,Gcgr,Lpar2,Tbxa2r,Casr,Ltb4r2,Gpr68,Ppara","Dodecanoic acid,dodecanoic acid,lauric acid,1-Undecanecarboxylic acid,ABL,C12 Fatty acid,C12:0,CH3-[CH2]10-COOH,Coconut oil fatty acids,DAO,Dodecoic acid,Dodecylcarboxylate,Dodecylic acid,Duodecyclic acid,Duodecylic acid,Lauric acid,Laurinsaeure,Laurostearic acid,N-Dodecanoic acid,Undecane-1-carboxylic acid,Vulvic acid,Dodecanoate,1-Undecanecarboxylate,Dodecoate,Dodecylcarboxylic acid,Dodecylate,Duodecyclate,Duodecylate,Laate,Laic acid,Laurostearate,N-Dodecanoate,Undecane-1-carboxylate,Vulvate,Aliphat no. 4,Edenor C 1298-100,Emery 651,Hystrene 9512,Kortacid 1299,Laurate,Lunac L 70,Lunac L 98,Neo-fat 12,Neo-fat 12-43,Nissan naa 122,Philacid 1200,Prifac 2920,Univol u 314,1-Dodecanoic acid,FA(12:0)",,
231,Pentadecanoic acid,MAM02690,HMDB0000826,"c,l,r,e","Fasn,Olah,Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"P2ry10,Bdkrb1,Prokr2,NA,Gnrhr,Kiss1r,Ghsr,Ffar2,Ffar1,F2rl3,Mchr1,Nmur2,Chrm3,Anxa1,Nmbr,Htr2b,Gpr65,Gpr17,Agtr1a,Htr2c,Npffr1,NA,Cysltr2,Grm1,App,Ptger1,Cckar,F2rl2,F2rl1,Avpr1a,Ptafr,Tacr3,Tacr1,Ntsr2,Prokr1,P2ry1,Nmur1,Grm5,Chrm1,Adra1b,Ltb4r1,Npffr2,Gprc6a,P2ry6,Trhr,P2ry2,Xcr1,Ednra,Gpr4,F2r,Uts2r,Oxtr,Lpar5,Ffar3,Gpr132,Cckbr,Fpr2,Lpar6,Lpar1,Npsr1,Nr1i3,Ntsr1,Lpar3,Ptgfr,Hcrtr2,Cysltr1,Tacr2,Hcrtr1,Ednrb,Htr2a,Adra1a,Adra1d,Grpr,Chrm5,Qrfpr,Hrh1,Gcgr,Lpar2,Tbxa2r,Rxra,Casr,Ltb4r2,Gpr68","Pentadecanoic acid,pentadecanoic acid,15:00,C15,C15:0,N-Pentadecanoic acid,Pentadecylic acid,N-Pentadecanoate,Pentadecylate,Pentadecanoate,N-Pentadecylate,N-Pentadecylic acid,Pentadecyclate,Pentadecyclic acid,FA(15:0),14FA",,
206,Myristic acid,MAM02494,HMDB0000806,"c,l,r,e,i","Fasn,Olah,Acot1,Acot2,Acot4,Acot6,Acot7,Aldh3a2",Abca1,,"Pparg,Ffar1,Ffar4,Hnf4a,Tlr4,Pvr,Ppara","Myristic acid,tetradecanoic acid,myristic acid,1-Tetradecanecarboxylic acid,14,14:0,14:00,Acide tetradecanoique,C14,CH3-[CH2]12-COOH,Myristinsaeure,N-Tetradecan-1-Oic acid,N-Tetradecanoic acid,N-Tetradecoic acid,Tetradecoic acid,Tetradecanoate,1-Tetradecanecarboxylate,N-Tetradecan-1-Oate,N-Tetradecanoate,N-Tetradecoate,Tetradecoate,Tetradecanoic acid,Myristate,1-Tridecanecarboxylate,1-Tridecanecarboxylic acid,Crodacid,Myristic acid pure,Myristoate,Myristoic acid,Tetradecanoic (myristic) acid,Acid, tetradecanoic,Acid, myristic,FA(14:0)",,
145,Farnesyl pyrophosphate,MAM01806,HMDB0000961,"c,x,r,m,n","Fdps,Ggps1",,,"Lpar2,Lpar3,Lpar4,Lpar5","Farnesyl pyrophosphate,{[hydroxy({[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]oxy})phosphoryl]oxy}phosphonic acid,farnesyl diphosphate,(2E,6E)-Farnesol diphosphate,(2E,6E)-Farnesyl diphosphate,(2E,6E)-Farnesyl pyrophosphate,(all-e)-Farnesyl diphosphate,(e,e)-Farnesyl pyrophosphate,2-trans,6-trans-Farnesyl pyrophosphate,all-trans-Farnesyl pyrophosphate,Farnesyl diphosphate,trans,trans-Farnesyl diphosphate,trans-trans-Farnesyl diphosphate,2-trans,6-trans-Farnesyl diphosphate,(2E,6E)-Farnesol diphosphoric acid,(2E,6E)-Farnesyl diphosphoric acid,(2E,6E)-Farnesyl pyrophosphoric acid,(all-e)-Farnesyl diphosphoric acid,(e,e)-Farnesyl pyrophosphoric acid,2-trans,6-trans-Farnesyl pyrophosphoric acid,all-trans-Farnesyl pyrophosphoric acid,Farnesyl diphosphoric acid,trans,trans-Farnesyl diphosphoric acid,trans-trans-Farnesyl diphosphoric acid,2-trans,6-trans-Farnesyl diphosphoric acid,Farnesyl pyrophosphoric acid,(e,e)-Farnesyl diphosphate,Farnesyl-PP,trans-Farnesyl pyrophosphate,trans-trans-Farnesyl pyrophosphate,Farnesyl pyrophosphate, (e,e)-isomer,Farnesyl pyrophosphate, (e,Z)-isomer,Farnesyl pyrophosphate, (Z,e)-isomer,Farnesyl pyrophosphate, (Z,Z)-isomer,Farnesylpyrophosphate",,
57,L-Fucose,MAM01159,HMDB0000174,"c,l,e","Fuca1,Fuca2",,,"Cd4,Il4ra,Tgfbr3,Il2rb,Fcgrt,Nectin2,Gabbr2,Thbs1,Lrp6,Lifr,Selp,Icam1,Npr3,Nrp1,Igf1r,Erbb2,Il22ra1,Fcgr3,Egfr,Notch1,Cxadr,Csf1r,Kit,NA,NA,NA,Cd1d1,NA,NA,NA,Tlr3,Insr,Ctla4,Il7r,Folr1,Cd209e,Cd209a,Met,Il17ra,Adgrl2,Il3ra,Ptprm,Sele,Grin2a,Btla,F3,Il21r,Colec11,Plaur,NA,Cd59b,Adgrl1,NA,Tnfrsf14,Fas,Jaml,Fcgr2b,Tfrc,Dpp4,Fzd5,Fcer1a,NA,Adgrb3,Tlr4,Il2rg,Fzd8,Gabbr1,Il2ra,NA,Colec12,Csf2rb,Cd207,Pvr,Nectin3,Adgrl3,Igll1","L-Fucose,(2R,3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol,α-L-fucose,alpha-L-Fuc,alpha-L-Fucp,a-L-Fuc,α-L-Fuc,a-L-Fucose,a-L-Fucp,α-L-fucp,6-Deoxy-L-galactopyranose,6-Deoxy-L-galactose,6-Deoxy-alpha-L-galactopyranose,6-Deoxy-alpha-L-galactose,6-Deoxy-α-L-galactopyranose,6-Deoxy-α-L-galactose,alpha-L-Fucopyranose,alpha-L-Fucose,α-L-Fucopyranose,α-L-Fucose,(-)-Fucose,6-Desoxygalactose,Fucose,L-(-)-Fucose,L-Galactomethylose",,
214,Ammonia,MAM02578,HMDB0000051,"c,m,n,x,r,e","G6pc,G6pc2,G6pc3,Ampd1,Ampd2,Ampd3,Gmpr,Gmpr2,Ada,Gda,Aicda,Cda,Apobec4,Upb1,Dctd,Aspg,Asrgl1,Gls,Gls2,Nit2,Ddo,Aoc1,Aoc2,Aoc3,Maoa,Maob,Sds,Sdsl,Srr,Dao,Amt and Gcsh,Hal,Il4i1,Il4i1b,Cth,Scly,Gnpda1,Gnpda2,Etnppl,Hmbs,Pnpo,Qpct,Phykpl",Rhag,"Slc24a1,Slc24a2,Slc9a1,Slc9a2,Slc9a3","Tnfrsf17,Esr1,Fcgrt,Traf2,Lrp6,Itga2b,Itga1,Pglyrp3,Itga2,Crhr2,Esr2,Tlr4,Tgfbr1,Trpv1,Grik1,Grik2,Igll1","Ammonia,ammonia,[NH3],Ammoniac,Ammoniak,Amoniaco,NH3,R-717,Spirit OF hartshorn,Ammonia anhydrous,Ammonia inhalant,Ammonia solution strong,Ammonia water,Liquid ammonia,Am-fol,Ammonia (CONC 20% or greater),Ammonia gas,Ammonia solution,Ammonia solution strong (NF),Ammonia water (JP15),Ammoniacum gummi,Ammoniak kconzentrierter,Ammoniakgas,Ammonium ion,Anhydrous ammonia,Aromatic ammonia vaporole,Azane,NH(3),Nitro-sil,Primaeres amin,Sekundaeres amin,Tertiaeres amin",,
40,gamma-Aminobutyric acid,MAM00970,HMDB0000112,"c,l,m,e,n","Gad1,Gad2,Aldh1b1,Aldh2,Aldh3a2,Aldh7a1,Aldh9a1,Cndp1,Cndp2","Slc6a1,Slc6a11,Slc6a12,Slc6a13",,"Gabra1,Gabra3,Gabra5,Gabra6,Gabrr3,Gabbr1 and Gabbr2,Gabra1 and Gabrg2 and Gabrb2,Gabra3 and Gabrg2 and Gabrb3,Gabra5 and Gabrg2 and Gabrb3,Gabra1 and Gabrg2 and Gabrb3,Gabra6 and Gabrg2 and Gabrb3,Gabra4 and Gabrg2 and Gabrb3,Gabrr1,Gabra3 and Gabrg2 and Gabrb2,Gabra4 and Gabrg2 and Gabrb2,Gabra5 and Gabrg2 and Gabrb2,Kctd16 and Kctd8 and Kctd12 and Gabbr1 and Gabbr2,Drd4,Bdkrb1,Grm6,Oprd1,NA,Tas2r114,Tas2r130,NA,S1pr4,Ccr7,Tas2r137,Tas2r108,NA,Mchr1,Galr3,Tas2r118,Sstr4,Nmur2,Hrh4,Mtnr1b,Aplnr,Anxa1,Gabbr2,Gabra4,Gabrp,Oprk1,Sstr1,Gpr17,Ackr3,Gabrb2,Adra2a,NA,App,Htr5a,Cxcr5,Ccr2,Ccr5,Sstr5,Gabrg1,Gabrb1,Cxcr1,Ccr1,Gper1,Oxgr1,Gabrb3,Galr1,C3ar1,Fpr1,Mtnr1a,Cxcr6,S1pr1,Nmur1,P2ry12,NA,P2ry14,Adora1,Htr1a,Cxcr2,Chrm2,P2ry13,Htr1f,Gpr156,Ccr8,Tas2r135,Lpar5,S1pr5,Rxfp3,Galr2,Npbwr1,Gabrg3,Ccr10,Ccr9,Npy2r,Ccr4,Ptgdr2,Tas2r131,Oprl1,Npy5r,Ccr6,Fpr2,NA,Hrh3,Gpr18,Grm8,C5ar1,Gabra2,Ptger3,Sstr2,Grm7,S1pr3,Lpar1,Npy1r,Drd2,Sucnr1,Grm3,Rxfp4,Cnr1,NA,Htr1b,Gabre,Lpar3,Agtr2,Cxcr3,Grm4,Npy4r,Cnr2,P2ry4,Gabbr1,Gabrd,NA,Tas2r119,Drd3,Hcar2,NA,Tas2r136,Tas2r121,Gpr55,Grm2,Itga4,Lpar2,Gabrr2,Adra2c,Tas2r126,Tas2r144,Cxcr4,Oprm1,Tas2r139,Chrm4,Gabrg2,Casr,NA,NA,Tas2r120,NA,Ccr3,NA,Tas2r140,NA,Tas2r138,S1pr2,Chrna5,Chrnb1","gamma-Aminobutyric acid,4-aminobutanoic acid,gamma(amino)-butyric acid,4-Aminobutanoic acid,4-Aminobutyric acid,4Abu,GABA,GAMMA-AMINO-butanoIC ACID,gamma-Amino-N-butyric acid,gamma-Aminobutanoic acid,gamma-Aminobuttersaeure,Omega-aminobutyric acid,Piperidic acid,Piperidinic acid,4-Aminobutyrate,Gammalon,4-Aminobutanoate,g-AMINO-butanoate,g-AMINO-butanoic acid,gamma-AMINO-butanoate,Γ-amino-butanoate,Γ-amino-butanoic acid,g-Amino-N-butyrate,g-Amino-N-butyric acid,gamma-Amino-N-butyrate,Γ-amino-N-butyrate,Γ-amino-N-butyric acid,g-Aminobutanoate,g-Aminobutanoic acid,gamma-Aminobutanoate,Γ-aminobutanoate,Γ-aminobutanoic acid,g-Aminobuttersaeure,Γ-aminobuttersaeure,Omega-aminobutyrate,Piperidate,Piperidinate,g-Aminobutyrate,g-Aminobutyric acid,gamma-Aminobutyrate,Γ-aminobutyrate,Γ-aminobutyric acid,3-Carboxypropylamine,Aminalon,Gaballon,Gamarex,gamma Aminobutyrate,gamma Aminobutyric acid,Gammalone,Gammar,Gammasol,Mielogen,Mielomade,W-Aminobutyrate,W-Aminobutyric acid,gamma-Aminobutyric acid, calcium salt (2:1),gamma-Aminobutyric acid, hydrochloride,gamma-Aminobutyric acid, zinc salt (2:1),4 Aminobutanoic acid,4 Aminobutyric acid,Lithium gaba,gamma Aminobutyric acid, monolithium salt,gamma Aminobutyric acid, monosodium salt,gamma-Aminobutyric acid, monolithium salt,gamma-Aminobutyric acid, monosodium salt,Acid, hydrochloride gamma-aminobutyric,Aminalone,GABA, lithium,Hydrochloride gamma-aminobutyric acid,gamma Aminobutyric acid, hydrochloride,4-Amino-butanoate",,
90,D-Glucose,MAM01388,HMDB0000122,"c,n",Galm,,,"Asgr1,M6pr,Cd4,Rtn4r,Tgfbr3,Il2rb,Tlr8,Fcgrt,Icam5,Efnb3,Vtn,Clec4a2,Hrg,Sell,Acvr2a,Efnb2,Canx,Nectin2,Ace2,Cd180,Il5ra,Sort1,Gabbr2,Enpp2,Chrna1,Itgav,Trpv4,Cdh1,Neo1,Itga2b,Grik2,Grik5,Scarf1,Lifr,Selp,Kdr,Cdh15,Cdh3,Nectin1,Fcer2a,Cd80,Gria2,Scarb2,Npr3,Nrp1,Nrxn2,Abcb1a,Lgr5,Itgb7,Igf1r,Itgax,Cdh2,Erbb2,Il22ra1,Fcgr3,Gfra3,Egfr,NA,Lrrc4c,Gria4,Cxadr,Csf1r,Pparg,Kit,Itga5,NA,NA,Plxnb1,Mst1r,Erap1,Tlr3,Tshr,Folr2,Gabrb3,Anpep,Itgb2,Itgb1,Insr,Ctla4,Nlgn2,Cd36,Cd46,Cd209e,Cd209a,Cd276,Il17ra,NA,Ifnlr1,Il3ra,Gp1ba,Ptprm,Sele,F3,Il21r,Nrxn3,Colec11,Plaur,NA,Acvr2b,Siglec1,Lingo1,NA,Htr3a,Jaml,Igf2r,Enpp3,Epha2,Fcgr2b,Nlgn3,NA,Tfrc,Dpp4,Enpp1,Nlgn1,Fzd5,Plxna2,Fcer1a,NA,NA,Cd1d1,Il6ra,NA,Vtcn1,Cd2,Amigo1,NA,Ntng1,Grin1,Dpp7,Tlr4,Il2rg,Fzd8,Gabbr1,Dpp6,Cubn,Il2ra,Zp3,Itga4,NA,Colec12,Csf2rb,Fshr,Nrxn1,Cd207,Dcc,Csf2ra,Clec2f,NA,Pvr,Nectin3,Igll1,Ntrk1,NA,Ldlr,Dscam,Hnf4a,Klrg1,Ncor1,Nr2f1,Ppara,Tas1r1,Tas1r2,Tas1r3","D-Glucose,(2R,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol,glucoside,Glucose,b-D-Glucose,β-D-glucose,b-D-Glucopyranose,b-Dextrose,b-Glucose,beta-D-Glucopyranose,beta-Dextrose,beta-Glucose,D Glucose,Glucose, (beta-D)-isomer,Dextrose,Glucose, (DL)-isomer,D-Glucopyranose,D-Glucopyranoside,beta-D-Glucopyranoside,beta-D-Glucose,β-D-Glucopyranose,β-D-Glucopyranoside,β-D-Glucose,β-Dextrose,β-Glucose,D-GLC,D-GLCP,GLC-OH",,
290,Uridine diphosphategalactose,MAM03107,HMDB0000302,"c,g,r,e,n",Galt,,,"P2ry14,Gpr17,Drd4,Bdkrb1,Grm6,Oprd1,NA,Tas2r114,Tas2r130,NA,S1pr4,Ccr7,Tas2r137,Tas2r108,NA,Mchr1,Galr3,Tas2r118,Sdc1,Sstr4,Nmur2,Hrh4,Mtnr1b,Aplnr,Anxa1,Gpc1,Oprk1,Sstr1,Ackr3,Notch1,Adra2a,NA,App,Htr5a,Cxcr5,Ccr2,Ccr5,Gpc2,Sstr5,Cxcr1,Ccr1,Gper1,Oxgr1,Galr1,C3ar1,Fpr1,Mtnr1a,Cxcr6,S1pr1,Nmur1,Sdc2,P2ry12,NA,Adora1,Cspg4,Htr1a,Cxcr2,Chrm2,P2ry13,Htr1f,Ccr8,Tas2r135,P4hb,Lpar5,S1pr5,Rxfp3,Galr2,Npbwr1,Ccr10,Ccr9,Npy2r,Ccr4,Ptgdr2,Tas2r131,Oprl1,Npy5r,Ccr6,Fpr2,NA,Hrh3,Gpr18,Grm8,Sdc3,C5ar1,Ptger3,Sstr2,Grm7,S1pr3,Lpar1,Npy1r,Drd2,Sucnr1,Grm3,Rxfp4,Cnr1,NA,Htr1b,Lpar3,Gpc4,Agtr2,Sdc4,Cxcr3,Grm4,Npy4r,Cnr2,P2ry4,Gpc6,Gpc5,NA,Agrn,Tas2r119,Drd3,Cspg5,Hcar2,NA,Tas2r136,Tas2r121,Gpr55,Gpc3,Grm2,Lpar2,Adra2c,Tas2r126,Tas2r144,Cxcr4,Oprm1,Tas2r139,Chrm4,Casr,NA,NA,Tas2r120,NA,Ccr3,NA,Tas2r140,NA,Tas2r138,S1pr2","Uridine diphosphategalactose,[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})phosphinic acid,{[(2R,3S,4R,5R)-5-(2,4-dioxo-3H-pyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy(hydroxy)phosphoryl}oxy([(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy)phosphinic acid,UDP Galactose,UDP-alpha-D-Galactopyranose,UDP-D-Galactopyranose,UDP-Galactose,Uridine diphosphate galactose,Uridine diphosphogalactose,Uridine pyrophosphogalactose,Uridinediphosphogalactose,UDP-a-D-Galactopyranose,UDP-α-D-galactopyranose,Uridine diphosphoric acid galactose,GDU,UDP-a-D-Galactose,UDP-alpha-D-Galactose,UDP-D-galactose,UDP-D-Galactose,UDP-Gal,UDP-galactopyranose,Udpgal,UDPgalactose,UPG,Uridine 5'-(alpha-D-galactopyranosyl pyrophosphate),Uridine 5'-diphosphate galactose,Uridine 5'-diphosphogalactose,Uridine 5'-pyrophosphate a-D-galactopyranosyl ester,Uridine 5'-pyrophosphate a-D-galactosyl ester,Uridine 5'-pyrophosphate alpha-D-galactosyl ester,Uridine 5'-pyrophosphate D-galactosyl ester,Uridine 5'-[3-(D-galactopyranosyl) dihydrogen diphosphate],Uridine diphosphate-D-galactose,Uridine diphosphate-galactose,Uridine pyrophosphate a-D-galactopyranosyl ester,Uridine pyrophosphate alpha-D-galactopyranosyl ester,Uridinediphosphate galactose,Diphosphate galactose, uridine,Diphosphogalactose, uridine,Galactose, UDP,Galactose, uridine diphosphate,Pyrophosphogalactose, uridine,UDP-α-D-Galactose,Uridine 5'-(α-D-galactopyranosyl pyrophosphate),Uridine 5’-(α-D-galactopyranosyl pyrophosphate),Uridine 5’-diphosphate galactose,Uridine 5’-diphosphogalactose",,
200,D-Maltose,MAM02450,HMDB0000163,"c,l,e","Ganc,Mgam,Gaa",Slc2a3,,"Sell,Avpr1a,Crhr2,Cd207","D-Maltose,(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-{[(2R,3S,4R,5S,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy}oxane-3,4,5-triol,4-O-alpha-D-Glucopyranosyl-alpha-D-mannopyranose,4-O-a-D-Glucopyranosyl-a-D-mannopyranose,4-O-Α-D-glucopyranosyl-α-D-mannopyranose,1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose,1-alpha-delta-Glucopyranosyl-4-alpha-delta-glucopyranose,4-(alpha-D-Glucopyranosido)-alpha-glucopyranose,4-(alpha-D-Glucosido)-D-glucose,4-(alpha-delta-Glucopyranosido)-alpha-glucopyranose,4-(alpha-delta-Glucosido)-delta-glucose,4-O-a-D-Glucopyranosyl-D-glucose,4-O-alpha-D-Glucopyranosyl-D-glucopyranose,4-O-alpha-D-Glucopyranosyl-D-glucose,4-O-alpha-delta-Glucopyranosyl-delta-glucopyranose,4-O-alpha-delta-Glucopyranosyl-delta-glucose,Advantose 100,alpha-D-GLCP-(1->4)-D-GLCP,alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose,alpha-D-Glucopyranosyl-(1->4)-D-glucose,alpha-delta-GLCP-(1->4)-delta-GLCP,alpha-delta-Glucopyranosyl-(1->4)-delta-glucopyranose,alpha-delta-Glucopyranosyl-(1->4)-delta-glucose,alpha-Malt sugar,Cextromaltose,D-(+)-Maltose,delta-(+)-Maltose,delta-Maltose,Finetose,Finetose F,Madoros,Malt sugar,Maltobiose,Maltodiose,Maltos,Maltose,Maltose HH,Maltose HHH,Maltose solution,Malzzucker,Martos-10,Sunmalt,Sunmalt S",,
156,Glucose 6-phosphate,MAM01968,HMDB0001401,"c,r","Gck,Hk1,Hk2,Hk3,Hkdc1,Adpgk,G6pc,G6pc2,G6pc3,Isyna1",,,"M6pr,Scarb2,Igf2r","Glucose 6-phosphate,{[(2R,3S,4S,5R)-3,4,5,6-tetrahydroxyoxan-2-yl]methoxy}phosphonic acid,glucose 6-phosphate,6-O-Phosphono-D-glucopyranose,D-Glucose 6-phosphate,GLC6p,Robison ester,D-Glucose 6-phosphoric acid,Glucose 6-phosphoric acid,a-D-Glucose 6- phosphate,alpha-D-Glucose 6- phosphate,alpha-D-Glucose 6-phosphate,alpha-D-Hexose 6-phosphate,D(+)-Glucopyranose 6-phosphate,D-Glucose-6-dihydrogen phosphate,D-Hexose 6-phosphate,Glucose-6-phosphate,D-Glucopyranose 6-phosphoric acid",,
301,Xanthine,MAM03148,HMDB0000292,"c,x,e","Gda,Xdh",,,"Adora2a,Adora2b","Xanthine,2,3,6,7-tetrahydro-1H-purine-2,6-dione,xanthine,2,6-Dihydroxypurine,2,6-Dioxo-1,2,3,6-tetrahydropurine,9H-Purine-2,6-(1H,3H)-dione,Purine-2(3H),6(1H)-dione,Xan,1H-Purine-2,6-diol,2,6(1,3)-Purinedion,2,6-Dioxopurine,3,7-Dihydro-1H-purine-2,6-dione,3,7-Dihydropurine-2,6-dione,9H-Purine-2,6(1H,3H)-dione,9H-Purine-2,6-diol,Dioxopurine,Isoxanthine,Pseudoxanthine,Purine-2,6(1H,3H)-dione,Purine-2,6-diol,Xanthic oxide,Xanthin",,
155,Glucosamine,MAM01962,HMDB0001514,"c,e","Gfpt1,Gfpt2",,,Tlr4,"Glucosamine,(3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol,glucosamine,2-Amino-2-deoxy-D-glucose,Chitosamine,D-Glucosamine,(+)-2-Amino-2-deoxy-D-glucopyranose,(3R,4R,5S,6R)-3-Amino-6-(hydroxymethyl)oxane-2,4,5-triol,2-Amino-2-deoxy-D-glucopyranose,2-Amino-2-deoxyglucose,2-Aminoglucose,2-Deoxy-2-amino-D-glucose,2-Deoxy-2-aminoglucose,Cosamin,D-(+)-Glucosamine,Dona,Fides ecopharma brand OF glucosamine sulfate,Rottapharm brand OF glucosamine sulfate,Xicil,2 Amino 2 deoxyglucose,Glucosamine sulfate,Sulfate, glucosamine,Dona S,Opfermann brand OF glucosamine sulfate,Hespercorbin",,
