"","Compounds","GEM_id","HMDB_id","Cell_Compartment","Synthetic_genes","Transporter_genes","Transporter_genes_in","Receptor_genes","Synonyms","Synthetic_genes_lv2","precursor_transport"
"128","Farnesyl pyrophosphate","MAM01806","HMDB0000961","c,x,r,m,n","GGPS1,FDPS","","","LPAR2,LPAR3,LPAR4,LPAR5","Farnesyl pyrophosphate,{[hydroxy({[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]oxy})phosphoryl]oxy}phosphonic acid,farnesyl diphosphate,(2E,6E)-Farnesol diphosphate,(2E,6E)-Farnesyl diphosphate,(2E,6E)-Farnesyl pyrophosphate,(all-e)-Farnesyl diphosphate,(e,e)-Farnesyl pyrophosphate,2-trans,6-trans-Farnesyl pyrophosphate,all-trans-Farnesyl pyrophosphate,Farnesyl diphosphate,trans,trans-Farnesyl diphosphate,trans-trans-Farnesyl diphosphate,2-trans,6-trans-Farnesyl diphosphate,(2E,6E)-Farnesol diphosphoric acid,(2E,6E)-Farnesyl diphosphoric acid,(2E,6E)-Farnesyl pyrophosphoric acid,(all-e)-Farnesyl diphosphoric acid,(e,e)-Farnesyl pyrophosphoric acid,2-trans,6-trans-Farnesyl pyrophosphoric acid,all-trans-Farnesyl pyrophosphoric acid,Farnesyl diphosphoric acid,trans,trans-Farnesyl diphosphoric acid,trans-trans-Farnesyl diphosphoric acid,2-trans,6-trans-Farnesyl diphosphoric acid,Farnesyl pyrophosphoric acid,(e,e)-Farnesyl diphosphate,Farnesyl-PP,trans-Farnesyl pyrophosphate,trans-trans-Farnesyl pyrophosphate,Farnesyl pyrophosphate, (e,e)-isomer,Farnesyl pyrophosphate, (e,Z)-isomer,Farnesyl pyrophosphate, (Z,e)-isomer,Farnesyl pyrophosphate, (Z,Z)-isomer,Farnesylpyrophosphate","",""
"129","Leukotriene D4","MAM02418","HMDB0003080","c,r,e","GGT5,GGT1,GGTLC2,GGT7,GGT6,GGTLC3","","","CYSLTR1,CYSLTR2","Leukotriene D4,(5S,6R,7E,9E,11Z,14Z)-6-{[(2R)-2-amino-2-[(carboxymethyl)carbamoyl]ethyl]sulfanyl}-5-hydroxyicosa-7,9,11,14-tetraenoic acid,leukotriene D4,(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)glycine,5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoic acid,LTD4,5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoate,Leukotriene D,Leukotriene D-4,Leukotrienes D,Leukotriene D 4","LTC4S",""
"130","L-Glutamine,D-Glutamine","MAM01975","HMDB0000641,HMDB0003423","c,l,m,e","GLUL,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB","SLC7A2,SLC7A5,SLC36A1,SLC7A1,SLC43A1,SLC7A7,SLC7A3,SLC43A2","SLC7A5,SLC7A10,SLC3A2,SLC7A6,SLC1A5,SLC1A4","GPRC6A,AR,PVR","","",""
"131","N-Arachidonoylglycine","MAM02558","HMDB0005096","m","GLYAT","","","GPR18,LPAR5,CNR1","N-Arachidonoylglycine,2-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenamido]acetic acid,nagly,N-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-glycine,N-Arachidonoyl glycine,NAGly,N-Arachidonyl-L-glycine,N-Arachidonylglycine,EMA-1 20:4,NAGly amino acid,N-Arachidonoyl glycinate,N-Arachidonoylglycinate,N-[(5Z,8Z,11Z,14Z)-1-oxo-5,8,11,14-Eicosatetraen-1-yl]glycine","",""
"132","Guanosine monophosphate","MAM02016","HMDB0001397","c,g,l,m,n,e","GMPS,PDE4A,PDE8A,PDE6C,PDE4C,PDE10A,PDE8B,PDE4D,PDE1A,PDE1B,PDE11A,PDE6A,PDE6B,PDE5A,PDE6H,PDE3B,PDE1C,PDE9A,PDE7B,PDE3A,PDE4B,PDE6G,PDE2A,PDE7A,ITPA,HPRT1,TREX2,TREX1,NUDT2","","","PDE6A,PDE6G,ENPP3,ENPP1,PDE6B,PDE10A","Guanosine monophosphate,{[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid,guanylate,5'-GMP,GMP,Guanosine 5'-phosphate,Guanosine-5'-monophosphate,Guanylic acid,pG,Guanosine 5'-monophosphate,Guanosine 5'-phosphoric acid,Guanosine-5'-monophosphoric acid,Guanylate,Guanosine 5'-monophosphoric acid,Guanosine monophosphoric acid,e 626,Guanidine monophosphate,Guanosine 5'-phosphorate,Guanosine-5'-phosphate,Guanosine-phosphate,5' Guanylic acid,Acid, 5'-guanylic,Acid, guanylic,Guanosine 5' monophosphate,5'-monoPhosphate, guanosine,monoPhosphate, guanosine,5'-Guanylic acid","",""
"133","L-Glutamic acid","MAM01974","HMDB0000148","c,l,m,r,e","GMPS,PPAT,PFAS,CAD,CTPS2,CTPS1,ALDH4A1,GOT2,GLS,GLS2,ASNS,TAT,GOT1,GGH,AASS,SCCPDH,AADAT,CCBL2,CCBL1,BCAT1,BCAT2,OPLAH,GGT5,GGT1,GGTLC2,GGT7,GGT6,GGTLC3,GFPT2,GFPT1,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB,NADSYN1","SLC17A6,SLC17A7,SLC17A8,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7","SLC22A7","GRM3,GRM5,GRM6,GRM7,GRM8,GRIA3,GRIA1,GRIA2,GRIA4,GRIK2,GRIK5,GRIK3,GRM1,GRM2,GRM4,GRIN3B,GRIN2D,ENPEP,GRID2,GRIN2C,GPRC6A,GRID1,TAS1R1,GRIN2A,TAS1R3,PGLYRP4,GRIN3A,GRIN1,UNC13B,GRIK1,PVR,GRIK4,CASR,IGLL5,FCN1","L-Glutamic acid,(2S)-2-aminopentanedioic acid,L-glutamic acid,(S)-2-Aminopentanedioic acid,(S)-Glutamic acid,Acide glutamique,Acido glutamico,Acidum glutamicum,E,Glu,Glutamate,GLUTAMIC ACID,L-Glu,L-Glutaminic acid,L-Glutaminsaeure,(S)-2-Aminopentanedioate,(S)-Glutamate,L-Glutaminate,L-Glutamate,(2S)-2-Aminopentanedioate,(2S)-2-Aminopentanedioic acid,(S)-(+)-Glutamate,(S)-(+)-Glutamic acid,1-Amino-propane-1,3-dicarboxylate,1-Amino-propane-1,3-dicarboxylic acid,1-Aminopropane-1,3-dicarboxylate,1-Aminopropane-1,3-dicarboxylic acid,2-Aminoglutarate,2-Aminoglutaric acid,2-Aminopentanedioate,2-Aminopentanedioic acid,a-Aminoglutarate,a-Aminoglutaric acid,a-Glutamate,a-Glutamic acid,Aciglut,alpha-Aminoglutarate,alpha-Aminoglutaric acid,alpha-Glutamate,alpha-Glutamic acid,Aminoglutarate,Aminoglutaric acid,Glt,Glusate,Glut,Glutacid,Glutamicol,Glutamidex,Glutaminate,Glutaminic acid,Glutaminol,Glutaton,L-(+)-Glutamate,L-(+)-Glutamic acid,L-a-Aminoglutarate,L-a-Aminoglutaric acid,L-alpha-Aminoglutarate,L-alpha-Aminoglutaric acid,D Glutamate,Glutamate, potassium,Glutamic acid, (D)-isomer,L Glutamic acid,D-Glutamate,L Glutamate,Aluminum L glutamate,Aluminum L-glutamate,L-Glutamate, aluminum,Potassium glutamate,2-Acetamido-2-deoxy-D-glucose,D-GlcNAc,N-Acetyl-D-glucosamine,N-Acetylchitosamine,N Acetyl D glucosamine,2 Acetamido 2 deoxy D glucose,2 Acetamido 2 deoxyglucose,2-Acetamido-2-deoxyglucose,Acetylglucosamine,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oylglycine,N-[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine,N-Choloylglycine,3a,7a,12a-Trihydroxy-5b-cholan-24-oylglycine,3Α,7α,12α-trihydroxy-5β-cholan-24-oylglycine,N-[(3a,5b,7a,12a)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine,N-[(3Α,5β,7α,12α)-3,7,12-trihydroxy-24-oxocholan-24-yl]glycine,Glycocholate,Glycine cholate,Glycocholic acid, sodium salt,Cholylglycine,Glycocholate sodium,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid-24-glycine,3alpha,7alpha,12alpha-Trihydroxy-N-(carboxymethyl)-5beta-cholan-24-amide,3Α,7α,12α-trihydroxy-5β-cholanic acid-24-glycine,3Α,7α,12α-trihydroxy-N-(carboxymethyl)-5β-cholan-24-amide,Glycoreductodehydrocholic acid,Glycylcholate,Glycylcholic acid,N-(Carboxymethyl)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-amide,N-(Carboxymethyl)-3α,7α,12α-trihydroxy-5β-cholan-24-amide,N-Choloyl-glycine,3-Hydroxy-1,3,5(10)-estratrien-17-one,Follicular hormone,Folliculin,Oestrone,(+)-Estrone,1,3,5(10)-Estratrien-3-ol-17-one,3-Hydroxy-17-keto-estra-1,3,5-triene,3-Hydroxyestra-1,3,5(10)-trien-17-one,3-Hydroxyestra-1,3,5(10)-triene-17-one,3-Hydroxyoestra-1,3,5(10)-trien-17-one,D1,3,5(10)-Estratrien-3-ol-17-one,Estrone, (+-)-isomer,Hyrex brand OF estrone,Estrone, (9 beta)-isomer,Estrovarin,Kestrone,Wehgen,Estrone, (8 alpha)-isomer,Hauck brand OF estrone,Unigen,Vortech brand OF estrone,alpha,beta-Hydroxypropionic acid,D-GroA,R-Glyceric acid,Glycerate,(R)-Glycerate,a,b-Hydroxypropionate,a,b-Hydroxypropionic acid,alpha,beta-Hydroxypropionate,Α,β-hydroxypropionate,Α,β-hydroxypropionic acid,R-Glycerate,(R)-Glyceric acid,D-Glycerate,D-Glyceric acid,(2R)-2,3-Dihydroxypropanoic acid,(R)-2,3-Dihydroxypropanoic acid,D-2,3-Dihydroxypropanoic acid,1-Amino-2-hydroxyethane,2-Amino-1-ethanol,2-Amino-ethanol,2-Aminoethan-1-ol,2-Aminoethyl alcohol,2-Hydroxyethylamine,Aethanolamin,Aminoethanol,beta-Aminoethanol,beta-Aminoethyl alcohol,beta-Ethanolamine,beta-Hydroxyethylamine,Colamine,ETA,Glycinol,Hea,MEA,MONOETHANOLAMINE,b-Aminoethanol,Β-aminoethanol,b-Aminoethyl alcohol,Β-aminoethyl alcohol,b-Ethanolamine,Β-ethanolamine,b-Hydroxyethylamine,Β-hydroxyethylamine,2-Aminoethanol,2-Ethanolamine,2-Hydroxyethanamine,Envision conditioner PDD 9020,Ethylolamine,H-Glycinol,Monoaethanolamin,Olamine,2 Aminoethanol,(3R,4S,5R)-5-[(1R)-1-Carboxy-2,2-difluoro-1-(phosphonooxy)ethoxy]-4-hydroxy-3-(phosphonooxy)cyclohex-1-ene-1-carboxylate,(1S)-2-[(3-O-b-D-Glucopyranosyl-b-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoate,(1S)-2-[(3-O-b-D-Glucopyranosyl-b-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid,(1S)-2-[(3-O-beta-D-Glucopyranosyl-beta-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid,(1S)-2-[(3-O-Β-D-glucopyranosyl-β-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoate,(1S)-2-[(3-O-Β-D-glucopyranosyl-β-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid","",""
"134","Sarcosine","MAM02880","HMDB0000271","c,m,x,e","GNMT,DMGDH,SARDH","","","FCGRT","Sarcosine,2-(methylamino)acetic acid,sarcosine,(Methylamino)acetic acid,(Methylamino)ethanoic acid,L-Sarcosine,MeGly,Methylaminoacetic acid,N-Methylaminoacetic acid,N-Methylglycine,Sar,Sarcosinic acid,(Methylamino)acetate,(Methylamino)ethanoate,Methylaminoacetate,N-Methylaminoacetate,Sarcosinate,(Methylamino)-acetate,(Methylamino)-acetic acid,Methylglycine,N-Methyl-glycine,Sarcosin,Sodium sarcosinate,Magnesium sarcosylate,Sarcosinate, sodium,Sarcosine hydrochloride,Sarcosylate, magnesium,N Methylglycine,Sarcosine monosodium salt","",""
"135","Oxidized glutathione","MAM02027","HMDB0003337","c,m,r,e","GPX7,PRDX1,PRDX6,PRDX5,GPX8,PRDX3,GPX4,PRDX2,GPX2,GPX6,GPX3,GPX5,GPX1,ALOX12,PDIA5,PDIA6,PDIA4,TMX3,PDIA3,P4HB","","","ABCB7,ABCB6,IDE,ABCC1,ABCC4,AR","Oxidized glutathione,(2S)-2-amino-4-{[(1R)-2-{[(2R)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethyl]disulfanyl}-1-[(carboxymethyl)carbamoyl]ethyl]carbamoyl}butanoic acid,glutathione disulfide,Glutathione disulphide,GSSG,Oxidised glutathione,OXIDIZED glutathione disulfide,Oxiglutatione,Glutathione,Glutathione disulfide,OXIDIZED glutathione disulphide,Disulfide, glutathione,Glutathione disulfide, ion(1-),Glutathione, oxidized,Glutathione-S-S-glutathione,Glutathione-SSG,Oxidized L-glutathione,Selenoglutathione","",""
"136","5-HETE","MAM01040","HMDB0011134","c,m,r,n,x,e","GPX7,PRDX6,GPX8,GPX4,GPX2,GPX6,GPX3,GPX5,GPX1","","","OXER1","5-HETE,(5S,6E,8Z,11Z,14Z)-5-hydroxyicosa-6,8,11,14-tetraenoic acid,5-hydroxyeicosatetraenoic acid,5-Hydroxyeicosatetraenoate,(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid,5-Hydroxyeicosatetraenoic acid,(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoate,(5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid,(S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid,5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoic acid,5(S)-Hydroxyeicosatetraenoic acid,5S-HETE,(5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate,(S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate,5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoate,5(S)-Hydroxyeicosatetraenoate,5(S)-HETE,5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoate,5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoic acid,5-Hydroxy-6,8,11,14-eicosatetraenoate,5-Hydroxy-6,8,11,14-eicosatetraenoic acid,5-L-Hydroxy-6,8,11,14-eicosatetraenoate,5-L-Hydroxy-6,8,11,14-eicosatetraenoic acid,5S-Hydroxy-6,8,11,14-eicosatetraenoate,5S-Hydroxy-6,8,11,14-eicosatetraenoic acid,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,e,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-(+-)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (S)-(e,Z,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, R-(e,Z,Z,Z)-isomer,(5S,6E,8Z,11Z,14Z)-5-Hydroxy-6,8,11,14-eicosatetraenoic acid,5S-Hydroxy-6,8,11,14-(e,Z,Z,Z)-eicosatetraenoic acid,FA(20:4(5-OH,6E,8Z,11Z,14Z)),FA(20:4(5S-OH,6E,8Z,11Z,14Z))","",""
"137","Cyclic AMP","MAM01419","HMDB0000058","c,g,e","GUCY2C,ADCY2,GUCY2F,ADCY7,ADCY4,GUCY2D,ADCY3,ADCY10,GUCY1A2,ADCY8,NPR2,ADCY9,ADCY1,NPR1,ADCY5,ADCY6","ABCC5,ABCC11,ABCC4","","CNGA3,ESR1,CD38,TRPV4,TRPC5,NPR3,ERBB2,GJA1,TSHR,CTLA4,ADRB2,HTR7,TRPC6,ADRB3,PDE4D,MYLK,ADRB1,CD40LG,ABCC4,THBD,HRH2,TRPC3,IGFBP3,ABCC8,HCAR2,FSHR,ANO6,PDE10A,IFNAR1,AVPR2,CNR1,PCDHA4,CNR2,PCDHA6,CRHR1,DRD2,GIPR,GLP1R,GPBAR1,ADRBK1,HTR1A,OPRM1,PDE4B,VIPR2","Cyclic AMP,(4aR,6R,7R,7aS)-6-(6-amino-9H-purin-9-yl)-2,7-dihydroxy-hexahydro-2lambda5-furo[3,2-d][1,3,2]dioxaphosphinin-2-one,(4aR,6R,7R,7aS)-6-(6-aminopurin-9-yl)-2,7-dihydroxy-tetrahydro-4H-2lambda5-furo[3,2-d][1,3,2]dioxaphosphinin-2-one,Adenosine 3',5'-cyclic monophosphate,Adenosine 3',5'-cyclic phosphate,Adenosine 3',5'-phosphate,ADENOSINE-3',5'-cyclic-monophosphATE,CAMP,Cyclic adenylic acid,Adenosine 3',5'-cyclic monophosphoric acid,Adenosine 3',5'-cyclic phosphoric acid,Adenosine 3',5'-phosphoric acid,ADENOSINE-3',5'-cyclic-monophosphoric acid,Cyclic adenylate,3'5'-Cyclic AMP,6-(6-Amino-9H-purin-9-yl)tetrahydro-4H-furo[3,2-D][1,3,2]dioxaphosphinine-2,7-diol 2-oxide,Acrasin,Adenosine 3',5'-cyclophosphate,Adenosine 3',5'-monophosphate,Adenosine 3,5'-cyclic monophosphorate,Adenosine 3,5'-cyclic monophosphoric acid,Adenosine cyclic monophosphate,Adenosine cyclic-monophosphate,Adenosine-cyclic-phosphate,Adenosine-cyclic-phosphoric-acid,Cyclic 3',5'-adenylate,Cyclic 3',5'-adenylic acid,Cyclic 3',5'-AMP,Cyclic adenosine 3',5'-phosphate,3',5'-monoPhosphate, adenosine cyclic,Cyclic AMP, disodium salt,Cyclic AMP, monopotassium salt,Cyclic AMP, sodium salt,AMP, Cyclic,Adenosine cyclic 3',5' monophosphate,Adenosine cyclic-3',5'-monophosphate,Cyclic AMP, (R)-isomer,Cyclic AMP, monosodium salt,Adenosine cyclic 3',5'-monophosphate,monoPhosphate, adenosine cyclic,Adenosine cyclic 3,5 monophosphate,Cyclic 3',5'-monophosphate, adenosine,Cyclic AMP, monoammonium salt,Cyclic monophosphate, adenosine,Cyclic-3',5'-monophosphate, adenosine","",""
"138","Cyclic GMP","MAM01433","HMDB0001314","c,g,n,e","GUCY2C,ADCY2,GUCY2F,ADCY7,ADCY4,GUCY2D,ADCY3,ADCY10,GUCY1A2,ADCY8,NPR2,ADCY9,ADCY1,NPR1,ADCY5,ADCY6","ABCC5,ABCC11,ABCC4","","CNGA1,CNGA3,GUCY2F,CNGB1,GUCY2D,PDE6A,GUCY2C,TRPV4,TRPC5,GUCY1B3,PDE3B,PDE11A,GUCY1A3,PDE6G,PDE2A,TRPC6,PDE3A,PDE6C,TRPC3,PDE6B,PDE10A,GUCY1A1,GUCY1B1","Cyclic GMP,9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-hexahydro-2λ⁵-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-6,9-dihydro-1H-purin-6-one,cyclic-GMP,CGMP,Guanosine 3',5'-cyclic monophosphate,Guanosine 3',5'-cyclic phosphate,Guanosine cyclic monophosphate,Guanosine 3',5'-cyclic monophosphoric acid,Guanosine 3',5'-cyclic phosphoric acid,Guanosine cyclic monophosphoric acid,3',5'-Cyclic GMP,3',5'-Guanosine,3',5'-Guanosine monophosphate,Cyclic 3',5'-guanosine monophosphate,Cyclic guanosine 3',5'-monophosphate,Cyclic-GMP,Guanosine 3',5'-cyclic-monophosphate,Guanosine 3',5'-monophosphate,Guanosine cyclic-monophosphate,Guanosine-cyclic-phosphoric-acid,Cyclic 3',5'-monophosphate, guanosine,GMP, Cyclic,Guanosine cyclic-3',5'-monophosphate,monoPhosphate, guanosine cyclic,3',5'-monoPhosphate, guanosine cyclic,Cyclic-3',5'-monophosphate, guanosine,Guanosine cyclic 3',5'-monophosphate,Guanosine cyclic 3,5 monophosphate,Cyclic monophosphate, guanosine,Guanosine cyclic 3',5' monophosphate","",""
"139","Quinolinic acid","MAM02822","HMDB0000232","c,e","HAAO","","","AGER,NTRK1","Quinolinic acid,pyridine-2,3-dicarboxylic acid,quinolinic acid,2,3-Pyridinedicarboxylic acid,Pyridine-2,3-dicarboxylate,2,3-Pyridinedicarboxylate,Quinolinate,Pyridine-2,3-dicarboxylic acid,3,4-Pyridinedicarboxylic acid,Pyridin-2,3-dicarbonsaeure,Pyridine-2,3-carboxylate","",""
"140","L-Lactic acid,D-Lactic acid","MAM01716","HMDB0000190,HMDB0001311","c,m,e","HAGH,HAGHL,ALDH3A2,ALDH2,ALDH1B1,ALDH9A1,ALDH7A1,ALDH18A1,ALDH5A1,ALDH6A1,ALDH4A1","","","HCAR1,SELL,TLR2,THBS1,ADRA2A,ASIC3,TLR10,TLR1,TLR4,TLR6,ADRA2C","","",""
"141","Glutathione","MAM02026","HMDB0000125","c,m,x,r,e","HAGH,HAGHL,GSR,ESD,GSS","ABCC5","SLCO1B1,SLCO2A1","HRG,LANCL1,KLRK1,TREM1,ABCB7,ABCB6,ITGB7,ST14,PPARG,CD79B,ABCC1,ABCC4,AR","Glutathione,(2S)-2-amino-4-{[(1R)-1-[(carboxymethyl)carbamoyl]-2-sulfanylethyl]carbamoyl}butanoic acid,glutathione,5-L-Glutamyl-L-cysteinylglycine,gamma-L-Glutamyl-L-cysteinyl-glycine,Glutathione-SH,GSH,N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine,Reduced glutathione,Poly(gamma-glutamylcysteine)glycine,(gamma-Glutamylcysteine)N-glycine,Tathion,g-L-Glutamyl-L-cysteinyl-glycine,Γ-L-glutamyl-L-cysteinyl-glycine,N-(N-g-L-Glutamyl-L-cysteinyl)glycine,N-(N-Γ-L-glutamyl-L-cysteinyl)glycine,Poly(g-glutamylcysteine)glycine,Poly(γ-glutamylcysteine)glycine,(g-Glutamylcysteine)N-glycine,(Γ-glutamylcysteine)N-glycine,Agifutol S,Bakezyme RX,Copren,Deltathione,gamma-Glutamylcysteinylglycine,gamma-L-Glutamyl-L-cysteinylglycine,Glutathion,Glutathione red,Glutathione reduced,Glutatiol,Glutatione,Glutide,Glutinal,Isethion,L-g-Glutamyl-L-cysteinyl-glycine,L-gamma-Glutamyl-L-cysteinyl-glycine,L-gamma-Glutamyl-L-cysteinylglycine,L-Glutamyl-L-cysteinylglycine,L-Glutathione,L-Glutathione reduce,Ledac,Neuthion,Red. glutathione,Tathione,Triptide,Glutathione, reduced,gamma L Glu L cys gly,gamma-L-Glu-L-cys-gly,gamma L Glutamyl L cysteinylglycine","",""
"142","Oxalic acid","MAM02661","HMDB0002329","c,m,x,e","HAO1,HAO2,LDHB,LDHC,LDHAL6A,LDHD,LDHAL6B","","SLC26A6","AMFR","Oxalic acid,oxalic acid,Ethandisaeure,Ethane-1,2-dioic acid,Ethanedioic acid,H2Ox,HOOCCOOH,Oxalsaeure,Ethane-1,2-dioate,Ethanedioate,Oxalate,Ammonium oxalate,Ethanedioic acid dihydrate,Ethanedionate,Ethanedionic acid,Kyselina stavelova,Oxaalzuur,Oxalic acid 2-hydrate,Oxalic acid anhydrous,Oxalic acid diammonium salt,Oxalic acid dihydrate,Acid, oxalic,Aluminum oxalate,Chromium (3+) oxalate (3:2),Dipotassium oxalate,Iron oxalate,Magnesium oxalate,Magnesium oxalate (1:1),Oxalate, dilithium,Oxalate, disodium,Oxalate, monohydrogen monopotassium,Oxalate, monopotassium,Oxalate, potassium,Chromium oxalate,Dilithium oxalate,Manganese (2+) oxalate (1:1),Monosodium oxalate,Oxalate, chromium,Oxalate, dipotassium,Oxalate, magnesium,Oxalate, monosodium,Oxalate, potassium chromium,Oxalate, sodium,Potassium oxalate,Potassium oxalate (2:1),Diammonium oxalate,Disodium oxalate,Oxalate, aluminum,Oxalate, diammonium,Oxalate, ferric,Oxalate, monoammonium,Potassium chromium oxalate,Chromium (2+) oxalate,Ferric oxalate,Iron (2+) oxalate (1:1),Iron (3+) oxalate,Monoammonium oxalate,Monohydrogen monopotassium oxalate,Monopotassium oxalate,Oxalate, iron,Sodium oxalate","",""
"143","Hyaluronic acid","MAM02141","HMDB0002061","l,e","HAS1,HAS2,HAS3","","","C1QBP,STAB2,LAYN,ABCB1,ABCC5,CD44,PLAUR,TLR4","Hyaluronic acid,(2S,3S,4R,5R,6R)-3-[(2S,3R,4R,5S,6R)-3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5,6-trihydroxyoxane-2-carboxylic acid,2-Acetamido-2-deoxy-beta-D-gluco-hexopyranosyl-(1->4)-beta-D-gluco-hexopyranuronic acid,WURCS=2.0/2,2,1/[a2122a-1b_1-5][a2122h-1b_1-5_2*ncc/3=o]/1-2/a4-b1,(2S,3S,4R,5R,6R)-3-[(2S,3R,4R,5S,6R)-3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5,6-trihydroxyoxane-2-carboxylate,2-Acetamido-2-deoxy-b-D-gluco-hexopyranosyl-(1->4)-b-D-gluco-hexopyranuronate,2-Acetamido-2-deoxy-b-D-gluco-hexopyranosyl-(1->4)-b-D-gluco-hexopyranuronic acid,2-Acetamido-2-deoxy-beta-D-gluco-hexopyranosyl-(1->4)-beta-D-gluco-hexopyranuronate,2-Acetamido-2-deoxy-β-D-gluco-hexopyranosyl-(1->4)-β-D-gluco-hexopyranuronate,2-Acetamido-2-deoxy-β-D-gluco-hexopyranosyl-(1->4)-β-D-gluco-hexopyranuronic acid,Hyaluronate,Hyaluronan,(2S,3S,4R,5R,6R)-3-{[(2S,3R,4R,5S,6R)-4,5-dihydroxy-3-[(1-hydroxyethylidene)amino]-6-(hydroxymethyl)oxan-2-yl]oxy}-4,5,6-trihydroxyoxane-2-carboxylate","",""
