,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
146,Leukotriene D4,MAM02418,HMDB0003080,"c,r,e","ggt1a,ggt1b,ggt5a,ggt5b,si:ch73-337l15.2",NA,NA,"cysltr1,cysltr2a,cysltr2b,oxgr1a.1,oxgr1a.2,oxgr1a.3,oxgr1b","Leukotriene D4,(5S,6R,7E,9E,11Z,14Z)-6-{[(2R)-2-amino-2-[(carboxymethyl)carbamoyl]ethyl]sulfanyl}-5-hydroxyicosa-7,9,11,14-tetraenoic acid,leukotriene D4,(R-(R*,s*-(e,e,Z,Z)))-N-(S-(1-(4-carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-L-cysteinyl)glycine,5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoic acid,LTD4,5S-Hydroxy-6R-(S-cysteinylglycinyl)-7E,9E,11E,14Z-eicosatetraenoate,Leukotriene D,Leukotriene D-4,Leukotrienes D,Leukotriene D 4",ltc4s,NA
197,Glycerol 3-phosphate,MAM02914,HMDB0000126,"c,m,x,e","gk5,zgc:172295,gpd1a,gpd1b,gpd1l,gpcpd1,gde1",NA,NA,m6pr,"Glycerol 3-phosphate,[(2R)-2,3-dihydroxypropoxy]phosphonic acid,3-phosphoglycerol,(R)-Glycerol 1-phosphate,D-(Glycerol 1-phosphate),D-Glycerol 1-phosphate,Glycerol-3-phosphate,Glycerophosphoric acid,L-(Glycerol 3-phosphate),Phosphoric acid mono-((R)-2,3-dihydroxy-propyl) ester,Phosphorsaeure-mono-((R)-2,3-dihydroxy-propylester),sn-GLYCEROL-3-phosphATE,sn-Gro-1-p,(R)-Glycerol 1-phosphoric acid,D-(Glycerol 1-phosphoric acid),D-Glycerol 1-phosphoric acid,Glycerol-3-phosphoric acid,Glycerophosphate,L-(Glycerol 3-phosphoric acid),Phosphate mono-((R)-2,3-dihydroxy-propyl) ester,sn-GLYCEROL-3-phosphoric acid,Glycerol 3-phosphoric acid,1-(Dihydrogen phosphate) glycerol,1-Glycerophosphate,1-Glycerophosphorate,1-Glycerophosphoric acid,3-Glycerophosphate,a-Glycerophosphate,a-Glycerophosphorate,a-Glycerophosphoric acid,a-Phosphoglycerol,alpha-Glycerophosphate,alpha-Glycerophosphorate,alpha-Glycerophosphoric acid,alpha-Phosphoglycerol,Dihydrogen a-glycerophosphate,DL-a-Glycerol phosphate,DL-a-Glycerophosphate,DL-a-Glycerophosphorate,DL-a-Glycerophosphoric acid,DL-a-Glyceryl phosphate,DL-alpha-Glycerol phosphate,DL-alpha-Glycerophosphate,DL-alpha-Glycerophosphorate,DL-alpha-Glycerophosphoric acid,DL-alpha-Glyceryl phosphate,DL-Glycerol 1-phosphate,DL-Glycerol 3-phosphate,Glycerol 1-phosphate,Glycerol a-phosphate,Glycerol monophosphate,Glycerophosphorate,Glycerophosphoric acid I,Glyceryl phosphate,sn-Glycerol 3-phosphate,1-Phosphoglycerol,alpha-Glycerophosphoric acid, (DL)-isomer,alpha-Glycerophosphoric acid, (R)-isomer,alpha-Glycerophosphoric acid, (S)-isomer,alpha-Glycerophosphoric acid, 1,2,3-propanetriol-1-(18)O,3-(dihydrogen phosphate)-labeled,alpha-Glycerophosphoric acid, 1,2,3-propanetriol-2-(18)O,3-(dihydrogen phosphate)-labeled,alpha-Glycerophosphoric acid, fe salt,alpha-Glycerophosphoric acid, fe(+3) salt (3:2),alpha-Glycerophosphoric acid, calcium salt,alpha-Glycerophosphoric acid, disodium salt,alpha-Glycerophosphoric acid, disodium salt (+-)-isomer,alpha-Glycerophosphoric acid, disodium salt hexahydrate(+-)-isomer,alpha-Glycerophosphoric acid, monocalcium salt,alpha-Glycerophosphoric acid, monocalcium salt (S)-isomer,alpha-Glycerophosphoric acid, monomagnesium salt,alpha-Glycerophosphoric acid, sodium salt,Disodium glycerophosphate,Sodium glycerophosphate",NA,NA
118,"L-Glutamine,D-Glutamine",MAM01975,"HMDB0000641,HMDB0003423","c,l,m,e","glulb,ctsa,ctsba,ctsc,ctsd,ctsf,ctsh,ctsk,ctsla,ctslb,ctsll,ctso,ctss2.1,ctss2.2,ctsz,gzm3,gzm3.2,gzm3.3,gzm3.4,lgmn,si:dkey-239j18.2,si:dkey-239j18.3,si:dkey-269i1.4,tpp1,zgc:174153,zgc:174154,hacd1,hacd2","slc3a2a and slc7a8a,slc36a1,slc43a1a,slc43a1b,slc43a2a,slc43a2b,slc7a1b,slc7a2,slc7a3a,slc7a5,slc7a7","slc7a5,slc3a2a,slc7a10a,slc7a10b,slc7a6,slc1a5,slc1a4,slc3a1 and slc7a6 and slc7a9",NA,NA,NA,NA
121,Guanosine monophosphate,MAM02016,HMDB0001397,"c,g,l,m,n,e","gmps,pde10a,pde11a,pde1a,pde1cb,pde3a,pde3b,pde4a,pde4ba,pde4ca,pde4cb,pde4d,pde5ab,pde6a,pde6b,pde6c,pde6ga,pde6gb,pde7a,pde8a,pde8b,pde9aa,itpa,hprt1,rad1 and rad9a,plex9.1,plex9.2,nudt2",NA,NA,"pde6ha,PDE6G,enpp1,pde6b,pde6a,pde10a","Guanosine monophosphate,{[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid,guanylate,5'-GMP,GMP,Guanosine 5'-phosphate,Guanosine-5'-monophosphate,Guanylic acid,pG,Guanosine 5'-monophosphate,Guanosine 5'-phosphoric acid,Guanosine-5'-monophosphoric acid,Guanylate,Guanosine 5'-monophosphoric acid,Guanosine monophosphoric acid,e 626,Guanidine monophosphate,Guanosine 5'-phosphorate,Guanosine-5'-phosphate,Guanosine-phosphate,5' Guanylic acid,Acid, 5'-guanylic,Acid, guanylic,Guanosine 5' monophosphate,5'-monoPhosphate, guanosine,monoPhosphate, guanosine,5'-Guanylic acid",NA,NA
117,L-Glutamic acid,MAM01974,HMDB0000148,"c,l,m,r,e","gmps,ppat,pfas,cad,ctps1a,ctps1b,aldh4a1,got2a,got2b,glsa,gls2a,gls2b,asns,tat,got1,ggh,aass,sccpdha.1,sccpdha.2,sccpdhb,bcat1,bcat2,aadat,kyat1,kyat3.2,oplah,ggt1a,ggt1b,ggt5a,ggt5b,si:ch73-337l15.2,gfpt1,gfpt2,ctsa,ctsba,ctsc,ctsd,ctsf,ctsh,ctsk,ctsla,ctslb,ctsll,ctso,ctss2.1,ctss2.2,ctsz,gzm3,gzm3.2,gzm3.3,gzm3.4,lgmn,si:dkey-239j18.2,si:dkey-239j18.3,si:dkey-269i1.4,tpp1,zgc:174153,zgc:174154,hacd1,hacd2,nadsyn1","slc17a7a,slc17a8,slc17a7b,slc17a6a,slc1a1,slc1a2b,slc1a7b,slc1a3a,slc1a6,slc1a7a","slc3a2a and slc7a11,slc22a7a","grm3,grm5b,grm5a,grm6a,grm6b,grm8b,grm8a,gria3a,gria3b,gria1b,gria1a,gria2a,gria2b,gria4a,gria4b,GRIK2,LO018585.2,grik5,si:ch211-264f5.8,GRIK3,grm1b,grm1a,grm2b,grm2a,grm4,p2ry10,drd4b,drd4a,bdkrb1,mlnr,gnrhr4,gnrhr1,gnrhr2,CABZ01080434.1,kiss1rb,grin3ba,grin3bb,oprd1a,oprd1b,ghsra,ghsrb,s1pr4,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,si:dkey-211g8.9,ccr7,F2RL3,mchr1a,mchr1b,galr2b,chrm3b,chrm3a,aplnr2,anxa1a,anxa1b,anxa1c,anxa1d,nmbr,htr2b,grin2db,grin2da,enpep,oprk1,sstr1a,gpr65,gpr17,ackr3a,ackr3b,agtr1b,agtr1a,htr2cl1,htr2cl2,npffr1,adra2a,MCHR2,MCHR2,grid2,appa,appb,htr5ab,htr5aa,cxcr5,ccr2,ccr11.1,ccr2,ccr2,ccr11.1,ccr2,ptger1a,ptger1b,grin2cb,si:zfos-169g10.2,sstr3,CCKAR,cxcr2,ccr2,ccr11.1,ccr2,f2rl2,F2RL2,f2rl1.2,f2rl1.1,gper1,oxgr1a.1,oxgr1a.3,oxgr1b,oxgr1a.2,avpr1ab,avpr1aa,galr1a,ptafr,CU571081.1,mtnr1aa,mtnr1ab,tacr3a,tacr3l,tacr1a,tacr1b,p2ry1,s1pr1,nmur1b,nmur1a,chrm1a,adra1ba,adra1bb,p2ry12,ltb4r,htr1aa,npffr2b,NPFFR2,P2RY14,adora1a,adora1b,gprc6a,trhrb,trhra,p2ry2.3,p2ry2.1,p2ry2.2,xcr1a.1,xcr1b.1,ednraa,ednrab,htr1ab,cxcr2,gpr4,chrm2b,chrm2a,p2ry13,F2R,f2r,F2R,F2R,F2R,F2R,F2R,htr1aa,oxtr,oxtrl,ccr8.1,si:cabz01093077.1,cabz01093075.1,lpar5b,lpar5a,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,s1pr5b,rxfp3.3a3,rxfp3.3a2,galr2a,grid1b,grid1a,ccr10,ccr9a,ccr9b,grin2aa,npy2rl,npy2r,ccr2,ccr11.1,ccr2,CCKBR,si:dkey-1h24.2,oprl1,npy4r,ccr6b,ccr6a,CU571081.1,CU571081.1,gpr18,lpar6b,lpar6a,tas1r3,CABZ01041494.1,ptger3,sstr2b,sstr2a,lpar1,si:dkey-78k11.9,npy1r,drd2b,drd2a,cnr1,npbwr2a,htr1aa,ntsr1,lpar3,ptgfr,hcrtr2,grin1a,grin1b,agtr2,cysltr1,tacr2,cxcr3.1,cxcr3.3,cnr2,ednrbb,ednrba,UNC13B,hcar1-3,hcar1-4,htr2ab,htr2aa,adra1aa,adra1d,grpr,chrm5b,chrm5a,drd3,qrfpra,QRFPR,grik1b,grik1a,gipr,lpar2b,lpar2a,adra2c,cxcr4b,cxcr4a,tbxa2r,oprm1,zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l,grik4,chrm4a,casr,ltb4r2b,ltb4r2a,GPR68,ccr2,ccr11.1,ccr2,s1pr2","L-Glutamic acid,(2S)-2-aminopentanedioic acid,L-glutamic acid,(S)-2-Aminopentanedioic acid,(S)-Glutamic acid,Acide glutamique,Acido glutamico,Acidum glutamicum,E,Glu,Glutamate,GLUTAMIC ACID,L-Glu,L-Glutaminic acid,L-Glutaminsaeure,(S)-2-Aminopentanedioate,(S)-Glutamate,L-Glutaminate,L-Glutamate,(2S)-2-Aminopentanedioate,(2S)-2-Aminopentanedioic acid,(S)-(+)-Glutamate,(S)-(+)-Glutamic acid,1-Amino-propane-1,3-dicarboxylate,1-Amino-propane-1,3-dicarboxylic acid,1-Aminopropane-1,3-dicarboxylate,1-Aminopropane-1,3-dicarboxylic acid,2-Aminoglutarate,2-Aminoglutaric acid,2-Aminopentanedioate,2-Aminopentanedioic acid,a-Aminoglutarate,a-Aminoglutaric acid,a-Glutamate,a-Glutamic acid,Aciglut,alpha-Aminoglutarate,alpha-Aminoglutaric acid,alpha-Glutamate,alpha-Glutamic acid,Aminoglutarate,Aminoglutaric acid,Glt,Glusate,Glut,Glutacid,Glutamicol,Glutamidex,Glutaminate,Glutaminic acid,Glutaminol,Glutaton,L-(+)-Glutamate,L-(+)-Glutamic acid,L-a-Aminoglutarate,L-a-Aminoglutaric acid,L-alpha-Aminoglutarate,L-alpha-Aminoglutaric acid,D Glutamate,Glutamate, potassium,Glutamic acid, (D)-isomer,L Glutamic acid,D-Glutamate,L Glutamate,Aluminum L glutamate,Aluminum L-glutamate,L-Glutamate, aluminum,Potassium glutamate,2-Acetamido-2-deoxy-D-glucose,D-GlcNAc,N-Acetyl-D-glucosamine,N-Acetylchitosamine,N Acetyl D glucosamine,2 Acetamido 2 deoxy D glucose,2 Acetamido 2 deoxyglucose,2-Acetamido-2-deoxyglucose,Acetylglucosamine,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oylglycine,N-[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine,N-Choloylglycine,3a,7a,12a-Trihydroxy-5b-cholan-24-oylglycine,3Α,7α,12α-trihydroxy-5β-cholan-24-oylglycine,N-[(3a,5b,7a,12a)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine,N-[(3Α,5β,7α,12α)-3,7,12-trihydroxy-24-oxocholan-24-yl]glycine,Glycocholate,Glycine cholate,Glycocholic acid, sodium salt,Cholylglycine,Glycocholate sodium,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid-24-glycine,3alpha,7alpha,12alpha-Trihydroxy-N-(carboxymethyl)-5beta-cholan-24-amide,3Α,7α,12α-trihydroxy-5β-cholanic acid-24-glycine,3Α,7α,12α-trihydroxy-N-(carboxymethyl)-5β-cholan-24-amide,Glycoreductodehydrocholic acid,Glycylcholate,Glycylcholic acid,N-(Carboxymethyl)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-amide,N-(Carboxymethyl)-3α,7α,12α-trihydroxy-5β-cholan-24-amide,N-Choloyl-glycine,3-Hydroxy-1,3,5(10)-estratrien-17-one,Follicular hormone,Folliculin,Oestrone,(+)-Estrone,1,3,5(10)-Estratrien-3-ol-17-one,3-Hydroxy-17-keto-estra-1,3,5-triene,3-Hydroxyestra-1,3,5(10)-trien-17-one,3-Hydroxyestra-1,3,5(10)-triene-17-one,3-Hydroxyoestra-1,3,5(10)-trien-17-one,D1,3,5(10)-Estratrien-3-ol-17-one,Estrone, (+-)-isomer,Hyrex brand OF estrone,Estrone, (9 beta)-isomer,Estrovarin,Kestrone,Wehgen,Estrone, (8 alpha)-isomer,Hauck brand OF estrone,Unigen,Vortech brand OF estrone,alpha,beta-Hydroxypropionic acid,D-GroA,R-Glyceric acid,Glycerate,(R)-Glycerate,a,b-Hydroxypropionate,a,b-Hydroxypropionic acid,alpha,beta-Hydroxypropionate,Α,β-hydroxypropionate,Α,β-hydroxypropionic acid,R-Glycerate,(R)-Glyceric acid,D-Glycerate,D-Glyceric acid,(2R)-2,3-Dihydroxypropanoic acid,(R)-2,3-Dihydroxypropanoic acid,D-2,3-Dihydroxypropanoic acid,1-Amino-2-hydroxyethane,2-Amino-1-ethanol,2-Amino-ethanol,2-Aminoethan-1-ol,2-Aminoethyl alcohol,2-Hydroxyethylamine,Aethanolamin,Aminoethanol,beta-Aminoethanol,beta-Aminoethyl alcohol,beta-Ethanolamine,beta-Hydroxyethylamine,Colamine,ETA,Glycinol,Hea,MEA,MONOETHANOLAMINE,b-Aminoethanol,Β-aminoethanol,b-Aminoethyl alcohol,Β-aminoethyl alcohol,b-Ethanolamine,Β-ethanolamine,b-Hydroxyethylamine,Β-hydroxyethylamine,2-Aminoethanol,2-Ethanolamine,2-Hydroxyethanamine,Envision conditioner PDD 9020,Ethylolamine,H-Glycinol,Monoaethanolamin,Olamine,2 Aminoethanol,(3R,4S,5R)-5-[(1R)-1-Carboxy-2,2-difluoro-1-(phosphonooxy)ethoxy]-4-hydroxy-3-(phosphonooxy)cyclohex-1-ene-1-carboxylate,(1S)-2-[(3-O-b-D-Glucopyranosyl-b-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoate,(1S)-2-[(3-O-b-D-Glucopyranosyl-b-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid,(1S)-2-[(3-O-beta-D-Glucopyranosyl-beta-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid,(1S)-2-[(3-O-Β-D-glucopyranosyl-β-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoate,(1S)-2-[(3-O-Β-D-glucopyranosyl-β-D-galactopyranosyl)oxy]-1-{[(9E)-octadec-9-enoyloxy]methyl}ethyl (10E)-nonadec-10-enoic acid",NA,NA
123,Oxidized glutathione,MAM02027,HMDB0003337,"c,m,r,e","gpx1a,gpx2,gpx3,gpx4b,gpx7,gpx8,prdx1,prdx2,prdx3,prdx5,prdx6,alox12,p4hb,pdia3,pdia4,pdia5,pdia6,tmx3a",NA,NA,"abcb7,abcb6b,abcb6a,ide,abcc1,abcc4,ar","Oxidized glutathione,(2S)-2-amino-4-{[(1R)-2-{[(2R)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethyl]disulfanyl}-1-[(carboxymethyl)carbamoyl]ethyl]carbamoyl}butanoic acid,glutathione disulfide,Glutathione disulphide,GSSG,Oxidised glutathione,OXIDIZED glutathione disulfide,Oxiglutatione,Glutathione,Glutathione disulfide,OXIDIZED glutathione disulphide,Disulfide, glutathione,Glutathione disulfide, ion(1-),Glutathione, oxidized,Glutathione-S-S-glutathione,Glutathione-SSG,Oxidized L-glutathione,Selenoglutathione",NA,NA
12,15-HETE,MAM00377,HMDB0003876,c,"gpx1a,gpx2,gpx3,gpx4b,gpx7,gpx8,prdx6",NA,NA,"ltb4r2b,ltb4r2a,pparaa,pparab","15-HETE,(5Z,8Z,11Z,13E,15S)-15-hydroxyicosa-5,8,11,13-tetraenoic acid,15 hete,(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate,(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate,(15S)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoic acid,(15S)-Hydroxyeicosa-(5Z,8Z,11Z,13E)-tetraenoic acid,(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid,(5Z,8Z,11Z,13E,15S)-15-Hydroxy-5,8,11,13-eicosatetraenoic acid,(5Z,8Z,11Z,13E,15S)-15-Hydroxyeicosa-5,8,11,13-tetraenoic acid,15(S)-Hydroxyeicosatetraenoic acid,15S-HETE,Icomucret,15(S)-HETE,(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoic acid,(15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoic acid,(15S)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate,(15S)-Hydroxyeicosa-(5Z,8Z,11Z,13E)-tetraenoate,(5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoate,(5Z,8Z,11Z,13E,15S)-15-Hydroxy-5,8,11,13-eicosatetraenoate,(5Z,8Z,11Z,13E,15S)-15-Hydroxyeicosa-5,8,11,13-tetraenoate,15(S)-Hydroxyeicosatetraenoate,15-Hydroxy-5,8,11,13-eicosatetraenoic acid,15-Hydroxy-5,8,11,13-eicosatetraenoic acid, (S-(e,Z,Z,Z))-isomer,(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosic acid,(15S,5Z,8Z,11Z,13E)-15-Hydroxyeicosatetraenoate,(15S,5Z,8Z,11Z,13E)-15-Hydroxyeicosatetraenoic acid,(S)-15-HETE,15 Hete,15(S)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate,15(S)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoic acid,15S-Hydroxy-5Z,8Z,11Z,13E-eicosatetraenoate,15S-Hydroxy-5Z,8Z,11Z,13E-eicosatetraenoic acid,(5Z,8Z,11Z,13E,15S)-15-Hydroxyeicosatetraenoic acid,15(S)-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoic acid,15(S)-Hydroxy-5Z,8Z,11Z,13E-eicosatetraenoic acid,15-Hydroxyeicosatetraenoic acid,15S-Hydroxy-5,8,11,13-(Z,Z,Z,e)-eicosatetraenoic acid,FA(20:4(5Z,8Z,11Z,13E,15-OH)),FA(20:4(5Z,8Z,11Z,13E,15S-OH))",NA,NA
35,5-HETE,MAM01040,HMDB0011134,"c,m,r,n,x,e","gpx1a,gpx2,gpx3,gpx4b,gpx7,gpx8,prdx6",NA,NA,"hcar1-3,hcar1-4","5-HETE,(5S,6E,8Z,11Z,14Z)-5-hydroxyicosa-6,8,11,14-tetraenoic acid,5-hydroxyeicosatetraenoic acid,5-Hydroxyeicosatetraenoate,(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid,5-Hydroxyeicosatetraenoic acid,(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoate,(5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid,(S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoic acid,5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoic acid,5(S)-Hydroxyeicosatetraenoic acid,5S-HETE,(5S,6E,8Z,11Z,14Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate,(S)-(e,Z,Z,Z)-5-Hydroxyeicosa-6,8,11,14-tetraenoate,5(S)-Hydroxy-6(e),8(Z),11(Z),14(Z)-eicosatetraenoate,5(S)-Hydroxyeicosatetraenoate,5(S)-HETE,5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoate,5(S)-Hydroxy-6-trans-8,11,14-cis-eicosatetraenoic acid,5-Hydroxy-6,8,11,14-eicosatetraenoate,5-Hydroxy-6,8,11,14-eicosatetraenoic acid,5-L-Hydroxy-6,8,11,14-eicosatetraenoate,5-L-Hydroxy-6,8,11,14-eicosatetraenoic acid,5S-Hydroxy-6,8,11,14-eicosatetraenoate,5S-Hydroxy-6,8,11,14-eicosatetraenoic acid,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,e,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-(+-)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (S)-(e,Z,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, (e,Z,Z,Z)-isomer,5-Hydroxy-6,8,11,14-eicosatetraenoic acid, R-(e,Z,Z,Z)-isomer,(5S,6E,8Z,11Z,14Z)-5-Hydroxy-6,8,11,14-eicosatetraenoic acid,5S-Hydroxy-6,8,11,14-(e,Z,Z,Z)-eicosatetraenoic acid,FA(20:4(5-OH,6E,8Z,11Z,14Z)),FA(20:4(5S-OH,6E,8Z,11Z,14Z))",NA,NA
75,Cyclic AMP,MAM01419,HMDB0000058,"c,g,e","gucy1a1 and gucy1b1,adcy1a,adcy2a,adcy3a,adcy5,adcy6a,adcy6b,adcy7,adcy8,adcy9,gc2,gucy1a2,gucy2ca,gucy2cb,gucy2d,npr1a,npr2","abcc12,abcc4,abcc5",NA,"cnga3b,cnga3a,esr1,CR318624.2,trpv4,trpc5a,trpc5b,npr3,erbb2,cx43,tshr,cd28,adrb2a,adrb2b,htr7a,HTR7,trpc6b,trpc6a,adrb3b,adrb3a,pde4d,mylka,mylkb,adrb1,abcc4,hrh2a,trpc3,igfbp3,abcc8b,abcc8,fshr,ano6,pde10a,il10rb,avpr2aa,avpr2ab,cnr1,cnr2,crhr1,drd2b,drd2a,htr1ab,oprm1,pde4bb,pde4ba,vipr2","Cyclic AMP,(4aR,6R,7R,7aS)-6-(6-amino-9H-purin-9-yl)-2,7-dihydroxy-hexahydro-2lambda5-furo[3,2-d][1,3,2]dioxaphosphinin-2-one,(4aR,6R,7R,7aS)-6-(6-aminopurin-9-yl)-2,7-dihydroxy-tetrahydro-4H-2lambda5-furo[3,2-d][1,3,2]dioxaphosphinin-2-one,Adenosine 3',5'-cyclic monophosphate,Adenosine 3',5'-cyclic phosphate,Adenosine 3',5'-phosphate,ADENOSINE-3',5'-cyclic-monophosphATE,CAMP,Cyclic adenylic acid,Adenosine 3',5'-cyclic monophosphoric acid,Adenosine 3',5'-cyclic phosphoric acid,Adenosine 3',5'-phosphoric acid,ADENOSINE-3',5'-cyclic-monophosphoric acid,Cyclic adenylate,3'5'-Cyclic AMP,6-(6-Amino-9H-purin-9-yl)tetrahydro-4H-furo[3,2-D][1,3,2]dioxaphosphinine-2,7-diol 2-oxide,Acrasin,Adenosine 3',5'-cyclophosphate,Adenosine 3',5'-monophosphate,Adenosine 3,5'-cyclic monophosphorate,Adenosine 3,5'-cyclic monophosphoric acid,Adenosine cyclic monophosphate,Adenosine cyclic-monophosphate,Adenosine-cyclic-phosphate,Adenosine-cyclic-phosphoric-acid,Cyclic 3',5'-adenylate,Cyclic 3',5'-adenylic acid,Cyclic 3',5'-AMP,Cyclic adenosine 3',5'-phosphate,3',5'-monoPhosphate, adenosine cyclic,Cyclic AMP, disodium salt,Cyclic AMP, monopotassium salt,Cyclic AMP, sodium salt,AMP, Cyclic,Adenosine cyclic 3',5' monophosphate,Adenosine cyclic-3',5'-monophosphate,Cyclic AMP, (R)-isomer,Cyclic AMP, monosodium salt,Adenosine cyclic 3',5'-monophosphate,monoPhosphate, adenosine cyclic,Adenosine cyclic 3,5 monophosphate,Cyclic 3',5'-monophosphate, adenosine,Cyclic AMP, monoammonium salt,Cyclic monophosphate, adenosine,Cyclic-3',5'-monophosphate, adenosine",NA,NA
76,Cyclic GMP,MAM01433,HMDB0001314,"c,g,n,e","gucy1a1 and gucy1b1,adcy1a,adcy2a,adcy3a,adcy5,adcy6a,adcy6b,adcy7,adcy8,adcy9,gc2,gucy1a2,gucy2ca,gucy2cb,gucy2d,npr1a,npr2","abcc12,abcc4,abcc5",NA,"cnga1a,cnga1b,cnga3b,cnga3a,gucy2c,si:ch73-139e5.4,trpv4,trpc5a,trpc5b,pde3b,pde11al,si:dkey-219c10.4,pde6ha,PDE6G,CABZ01079081.1,CABZ01079080.1,trpc6b,trpc6a,pde3a,pde6c,trpc3,pde6b,pde6a,pde10a,gucy1a1,gucy1b1","Cyclic GMP,9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-hexahydro-2λ⁵-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-6,9-dihydro-1H-purin-6-one,cyclic-GMP,CGMP,Guanosine 3',5'-cyclic monophosphate,Guanosine 3',5'-cyclic phosphate,Guanosine cyclic monophosphate,Guanosine 3',5'-cyclic monophosphoric acid,Guanosine 3',5'-cyclic phosphoric acid,Guanosine cyclic monophosphoric acid,3',5'-Cyclic GMP,3',5'-Guanosine,3',5'-Guanosine monophosphate,Cyclic 3',5'-guanosine monophosphate,Cyclic guanosine 3',5'-monophosphate,Cyclic-GMP,Guanosine 3',5'-cyclic-monophosphate,Guanosine 3',5'-monophosphate,Guanosine cyclic-monophosphate,Guanosine-cyclic-phosphoric-acid,Cyclic 3',5'-monophosphate, guanosine,GMP, Cyclic,Guanosine cyclic-3',5'-monophosphate,monoPhosphate, guanosine cyclic,3',5'-monoPhosphate, guanosine cyclic,Cyclic-3',5'-monophosphate, guanosine,Guanosine cyclic 3',5'-monophosphate,Guanosine cyclic 3,5 monophosphate,Cyclic monophosphate, guanosine,Guanosine cyclic 3',5' monophosphate",NA,NA
190,Quinolinic acid,MAM02822,HMDB0000232,"c,e",haao,NA,NA,"si:ch211-79k12.1,ntrk1","Quinolinic acid,pyridine-2,3-dicarboxylic acid,quinolinic acid,2,3-Pyridinedicarboxylic acid,Pyridine-2,3-dicarboxylate,2,3-Pyridinedicarboxylate,Quinolinate,Pyridine-2,3-dicarboxylic acid,3,4-Pyridinedicarboxylic acid,Pyridin-2,3-dicarbonsaeure,Pyridine-2,3-carboxylate",NA,NA
